date,GERMANY_D_GFC_2008,GERMANY_D_COVID_2020,GERMANY_D_ENERGY_2022,GERMANY_P_GFC,GERMANY_P_COVID,GERMANY_GDP_x_D_COVID_2020,GERMANY_GDP_x_D_ENERGY_2022
2009-03-01,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2009-04-01,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2009-05-01,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2009-06-01,1.0,0.0,0.0,1.0,0.0,-0.0,-0.0
2009-07-01,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2009-08-01,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2009-09-01,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2009-10-01,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2009-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,1.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2020-03-01,1.0,1.0,0.0,0.0,1.0,-5.267864,-0.0
2020-04-01,1.0,1.0,0.0,0.0,1.0,-8.126101,-0.0
2020-05-01,1.0,1.0,0.0,0.0,1.0,-6.217563,-0.0
2020-06-01,1.0,1.0,0.0,0.0,1.0,-4.321977,-0.0
2020-07-01,1.0,1.0,0.0,0.0,1.0,-2.439213,-0.0
2020-08-01,1.0,1.0,0.0,0.0,1.0,-2.015446,-0.0
2020-09-01,1.0,1.0,0.0,0.0,1.0,-1.592721,-0.0
2020-10-01,1.0,1.0,0.0,0.0,0.0,-1.171035,-0.0
2020-11-01,1.0,1.0,0.0,0.0,0.0,-0.512442,-0.0
2020-12-01,1.0,1.0,0.0,0.0,0.0,0.152276,0.0
2021-01-01,1.0,1.0,0.0,0.0,0.0,0.823203,0.0
2021-02-01,1.0,1.0,0.0,0.0,0.0,4.421864,0.0
2021-03-01,1.0,1.0,0.0,0.0,0.0,8.226585,0.0
2021-04-01,1.0,1.0,0.0,0.0,0.0,12.255584,0.0
2021-05-01,1.0,1.0,0.0,0.0,0.0,10.446393,0.0
2021-06-01,1.0,1.0,0.0,0.0,0.0,8.720925,0.0
2021-07-01,1.0,1.0,0.0,0.0,0.0,7.073499,0.0
2021-08-01,1.0,1.0,0.0,0.0,0.0,7.031257,0.0
2021-09-01,1.0,1.0,0.0,0.0,0.0,6.989481,0.0
2021-10-01,1.0,1.0,0.0,0.0,0.0,6.948164,0.0
2021-11-01,1.0,1.0,0.0,0.0,0.0,7.746325,0.0
2021-12-01,1.0,1.0,0.0,0.0,0.0,8.541263,0.0
2022-01-01,1.0,1.0,0.0,0.0,0.0,9.332999,0.0
2022-02-01,1.0,1.0,1.0,0.0,0.0,9.154834,9.154834
2022-03-01,1.0,1.0,1.0,0.0,0.0,8.979352,8.979352
2022-04-01,1.0,1.0,1.0,0.0,0.0,8.806494,8.806494
2022-05-01,1.0,1.0,1.0,0.0,0.0,8.421143,8.421143
2022-06-01,1.0,1.0,1.0,0.0,0.0,8.041675,8.041675
2022-07-01,1.0,1.0,1.0,0.0,0.0,7.667958,7.667958
2022-08-01,1.0,1.0,1.0,0.0,0.0,7.766949,7.766949
2022-09-01,1.0,1.0,1.0,0.0,0.0,7.864924,7.864924
2022-10-01,1.0,1.0,1.0,0.0,0.0,7.961898,7.961898
2022-11-01,1.0,1.0,1.0,0.0,0.0,7.606231,7.606231
2022-12-01,1.0,1.0,1.0,0.0,0.0,7.2572,7.2572
2023-01-01,1.0,1.0,1.0,0.0,0.0,6.91462,6.91462
2023-02-01,1.0,1.0,1.0,0.0,0.0,6.662627,6.662627
2023-03-01,1.0,1.0,1.0,0.0,0.0,6.413625,6.413625
2023-04-01,1.0,1.0,1.0,0.0,0.0,6.167559,6.167559
2023-05-01,1.0,1.0,1.0,0.0,0.0,6.058344,6.058344
2023-06-01,1.0,1.0,1.0,0.0,0.0,5.950034,5.950034
2023-07-01,1.0,1.0,1.0,0.0,0.0,5.84262,5.84262
2023-08-01,1.0,1.0,1.0,0.0,0.0,5.567049,5.567049
2023-09-01,1.0,1.0,1.0,0.0,0.0,5.294805,5.294805
2023-10-01,1.0,1.0,1.0,0.0,0.0,5.025827,5.025827
2023-11-01,1.0,1.0,1.0,0.0,0.0,4.485098,4.485098
2023-12-01,1.0,1.0,1.0,0.0,0.0,3.950971,3.950971
2024-01-01,1.0,1.0,1.0,0.0,0.0,3.423324,3.423324
2024-02-01,1.0,1.0,1.0,0.0,0.0,3.1667,3.1667
2024-03-01,1.0,1.0,1.0,0.0,0.0,2.911928,2.911928
2024-04-01,1.0,1.0,1.0,0.0,0.0,2.658987,2.658987
2024-05-01,1.0,1.0,1.0,0.0,0.0,2.516301,2.516301
2024-06-01,1.0,1.0,1.0,0.0,0.0,2.374509,2.374509
2024-07-01,1.0,1.0,1.0,0.0,0.0,2.233601,2.233601
2024-08-01,1.0,1.0,1.0,0.0,0.0,2.219003,2.219003
2024-09-01,1.0,1.0,1.0,0.0,0.0,2.204505,2.204505
2024-10-01,1.0,1.0,1.0,0.0,0.0,2.190108,2.190108
2024-11-01,1.0,1.0,1.0,0.0,0.0,2.481753,2.481753
2024-12-01,1.0,1.0,1.0,0.0,0.0,2.772815,2.772815
2025-01-01,1.0,1.0,1.0,0.0,0.0,3.063298,3.063298
2025-02-01,1.0,1.0,1.0,0.0,0.0,3.160752,3.160752
2025-03-01,1.0,1.0,1.0,0.0,0.0,3.257983,3.257983
